id,poi_name,poi_id,verified,country,tweet_text,tweet_lang,text_en,mentions,tweet_date,hashtags,tweet_emoticons,text_hi,tweet_urls,text_es
1464933071354949634,mansukhmandviya,432697203,True,India,"RT @narendramodi: Greetings on NCC Day. Inspired by the motto of “Unity and Discipline”, NCC offers a great experience to the youth of Indi…",en,": Greetings on NCC Day. Inspired by the motto of Unity and Discipline, NCC offers a great experience to the youth of Indi",['narendramodi'],2021-11-28T12:00:00Z,,['xp'],,,
1464863304250126337,mansukhmandviya,432697203,True,India,"मेरे लिए ये प्रधानमंत्री पद, सत्ता के लिए है ही नहीं, सेवा के लिए है : PM @NarendraModi जी #MannKiBaat https://t.co/414L4CFhMo",hi,,['narendramodi'],2021-11-28T08:00:00Z,['MannKiBaat'],,", , : PM",,
1464843407965057025,mansukhmandviya,432697203,True,India,सुनिए आयुष्मान भारत योजना की लाभार्थी सुख देवी जी से प्रधानमंत्री @NarendraModi जी की बातचीत। #MannKiBaat https://t.co/GykxrLHF9b,hi,,['narendramodi'],2021-11-28T06:00:00Z,['MannKiBaat'],,,,
1464842527870046214,mansukhmandviya,432697203,True,India,"#MannKiBaat के दौरान प्रधानमंत्री @NarendraModi जी ने आयुष्मान भारत योजना के लाभार्थी राजेश प्रजापति जी से बात की। आयुष्मान भारत योजना ग़रीबों के लिए वरदान साबित हो रही है। प्रधानमंत्री मोदी जी आह्वान किया है की इस योजना को जन-जन तक ले जाना है, आइए हम सब इसमें सहभागी बनें। https://t.co/OTf8ZwRaNb",hi,,['narendramodi'],2021-11-28T06:00:00Z,['MannKiBaat'],,"- ,",,
1464829820643147781,mansukhmandviya,432697203,True,India,"Listen to PM @NarendraModi ji's #MannKiBaat with the Nation.
https://t.co/imvDrDddDT",en,Listen to PM ji's with the Nation.,['narendramodi'],2021-11-28T06:00:00Z,['MannKiBaat'],,,['https://t.co/imvDrDddDT'],
1464808788096000003,mansukhmandviya,432697203,True,India,"A moment to cherish forever!✌🏻

Gratitude to our doctors, nurses, healthcare workers and all those who are relentlessly working to ensure vaccine for all.

Under PM @NarendraModi ji's #HarGharDastak campaign no one will be left behind in our vaccination efforts 💉 https://t.co/qTya4qlKkF",en,"A moment to cherish forever!Gratitude to our doctors, nurses, healthcare workers and all those who are relentlessly working to ensure vaccine for all.Under PM ji's campaign no one will be left behind in our vaccination efforts",['narendramodi'],2021-11-28T04:00:00Z,['HarGharDastak'],"['✌🏻', '💉']",,['https://t.co/qTya4qlKkF'],
1464627390450003969,mansukhmandviya,432697203,True,India,RT @narendramodi: Tune in at 11 AM tomorrow. #MannKiBaat https://t.co/R72GzjGotU,en,: Tune in at AM tomorrow.,['narendramodi'],2021-11-27T16:00:00Z,['MannKiBaat'],,,,
1464537956689997824,mansukhmandviya,432697203,True,India,"PM @NarendraModi ji chaired a comprehensive high-level meeting to review the situation relating to #Covid19 &amp; vaccination.

He said that people need to be more cautious and take proper precautions like masking &amp; social distancing.

📖 https://t.co/viLB62nmm7",en,PM ji chaired a comprehensive high-level meeting to review the situation relating to &amp; vaccination.He said that people need to be more cautious and take proper precautions like masking &amp; social distancing.,['narendramodi'],2021-11-27T10:00:00Z,['Covid19'],['📖'],,['https://t.co/viLB62nmm7'],
1464520373752381447,mansukhmandviya,432697203,True,India,"RT @narendramodi: Reviewed the COVID-19 and vaccination related situation. In light of the new variant, we remain vigilant, with a focus on…",en,": Reviewed the COVID-19 and vaccination related situation. In light of the new variant, we remain vigilant, with a focus on",['narendramodi'],2021-11-27T09:00:00Z,,,,,
1464510226321666048,mansukhmandviya,432697203,True,India,"अंगदान है महादान 🫀

The virtues of sacrifice &amp; compassion are integral part of our rich culture.

Administered the pledge on the occasion of 12th Indian Organ Donation Day. Also, highlighted the need for organ donation &amp; encouraged people for it. https://t.co/9QRaCbjjqt",en,"The virtues of sacrifice &amp; compassion are integral part of our rich culture.Administered the pledge on the occasion of th Indian Organ Donation Day. Also, highlighted the need for organ donation &amp; encouraged people for it.",,2021-11-27T08:00:00Z,,['\U0001fac0'],,,
1464442987350355970,mansukhmandviya,432697203,True,India,"हर किसी के लिए, हर संभव प्रयास

#SabkoVaccineMuftVaccine https://t.co/BEfkhSv2nB",hi,,,2021-11-27T04:00:00Z,['SabkoVaccineMuftVaccine'],,",",,
1464421464501731329,mansukhmandviya,432697203,True,India,"Best wishes to my colleague @JoshiPralhad Ji on his birthday.

He is working with determination towards strengthening coal &amp; mines sectors, which are crucial for India's economic growth and also ensuring productive functioning of the Parliament. May he lead a long &amp; healthy life.",en,"Best wishes to my colleague Ji on his birthday.He is working with determination towards strengthening coal &amp; mines sectors, which are crucial for India's economic growth and also ensuring productive functioning of the Parliament. May he lead a long &amp; healthy life.",['JoshiPralhad'],2021-11-27T03:00:00Z,,,,,
1464218817966399491,mansukhmandviya,432697203,True,India,RT @narendramodi: Addressing the Constitution Day programme at Vigyan Bhawan. https://t.co/xzmEhl5wzi,en,: Addressing the Constitution Day programme at Vigyan Bhawan.,['narendramodi'],2021-11-26T13:00:00Z,,,,['https://t.co/xzmEhl5wzi'],
1464206003541397504,mansukhmandviya,432697203,True,India,"RT @narendramodi: हमारा संविधान सिर्फ अनेक धाराओं का संग्रह नहीं है, बल्कि यह सहस्त्रों वर्ष की भारत की महान परंपरा और अखंड धारा की आधुनिक…",hi,,['narendramodi'],2021-11-26T12:00:00Z,,,": ,",,
1464205992963428352,mansukhmandviya,432697203,True,India,"RT @narendramodi: जो राजनीतिक दल स्वयं लोकतांत्रिक कैरेक्टर खो चुके हों, वो लोकतंत्र की रक्षा कैसे कर सकते हैं? https://t.co/Jw4RwObjrn",hi,,['narendramodi'],2021-11-26T12:00:00Z,,,": , ?",,
1464205984889331714,mansukhmandviya,432697203,True,India,"RT @narendramodi: महात्मा गांधी ने कर्तव्य के जो बीज बोए थे, वे आज वटवृक्ष बन जाने चाहिए थे। देश के आजाद होने के बाद कर्तव्य पर बल दिया गया…",hi,,['narendramodi'],2021-11-26T12:00:00Z,,,": ,",,
1464185859104653314,mansukhmandviya,432697203,True,India,RT @SangmaConrad: Drone technology can change the future of healthcare. Today we launched a pilot of India’s 1st Medicine Delivery via Hybr…,en,: Drone technology can change the future of healthcare. Today we launched a pilot of Indias st Medicine Delivery via Hybr,['SangmaConrad'],2021-11-26T11:00:00Z,,,,,
1464182539304669185,mansukhmandviya,432697203,True,India,"प्रधानमंत्री @NarendraModi जी के #HarGharDastak अभियान के तहत राजस्थान के राजसमंद में टीकाकरण किया गया।

हमारे स्वास्थ्यकर्मी हर व्यक्ति तक पहुँचकर टीकाकरण के नए मानक स्थापित कर रहे हैं। https://t.co/lz1cBNXYx9",hi,,['narendramodi'],2021-11-26T11:00:00Z,['HarGharDastak'],,,,
1464148825938055172,mansukhmandviya,432697203,True,India,"For the first time, India has more women than men 
https://t.co/3GtSH81gDG

via NaMo App https://t.co/NWaiKkFrIH",en,"For the first time, India has more women than men NaMo App",,2021-11-26T08:00:00Z,,,,['https://t.co/3GtSH81gDG'],
1464127891667505153,mansukhmandviya,432697203,True,India,"योग्यता के आधार पर एक परिवार से एक से अधिक लोग जाएं, इससे पार्टी परिवारवादी नहीं बन जाती है।

लेकिन एक पार्टी को पीढ़ी दर पीढ़ी एक ही परिवार चलाता रहे, पार्टी की सारी व्यवस्था एक परिवार के पास रहे। वो स्वस्थ लोकतंत्र के लिए सबसे बड़ा संकट होता है: PM @NarendraModi जी https://t.co/B7Qv9agwcC",hi,,['narendramodi'],2021-11-26T07:00:00Z,,,", , : PM",,
1464124537310572547,mansukhmandviya,432697203,True,India,"महात्मा गांधी ने आजादी के आंदोलन में आधिकारों को लिए लड़ते हुए भी, कर्तव्यों के लिए तैयार करने की कोशिश की थी।

अच्छा होता अगर देश के आजाद होने के बाद कर्तव्य पर बल दिया गया होता: PM @NarendraModi जी #SamvidhanDiwas https://t.co/MLoKBrh6k3",hi,,['narendramodi'],2021-11-26T07:00:00Z,['SamvidhanDiwas'],,", : PM",,
1464107902973538309,mansukhmandviya,432697203,True,India,RT @narendramodi: Addressing the programme to mark Constitution Day in Central Hall. https://t.co/xmMbNn6zPV,en,: Addressing the programme to mark Constitution Day in Central Hall.,['narendramodi'],2021-11-26T06:00:00Z,,,,['https://t.co/xmMbNn6zPV'],
1464103681171738624,mansukhmandviya,432697203,True,India,"Watch the Hon’ble President of India Shri Ram Nath Kovind Ji &amp; PM @NarendraModi ji addressing the Central Hall of Parliament on #SamvidhanDiwas.
https://t.co/Pd1r8ckq8O",en,Watch the Honble President of India Shri Ram Nath Kovind Ji &amp; PM ji addressing the Central Hall of Parliament on .,['narendramodi'],2021-11-26T05:00:00Z,['SamvidhanDiwas'],,,['https://t.co/Pd1r8ckq8O'],
1464077754425507846,mansukhmandviya,432697203,True,India,"कदम निरंतर चलते जिनके, श्रम जिनका अविराम है।
विजय सुनिश्चित होती उनकी, घोषित यह परिणाम है। 

मध्यप्रदेश के पन्ना ज़िले में टीकाकरण के लिए जाते स्वास्थ्यकर्मी। https://t.co/YLR7sdr4yl",hi,,,2021-11-26T04:00:00Z,,,", ,",,
1464071774451101701,mansukhmandviya,432697203,True,India,"RT @narendramodi: कोई भी संविधान चाहे वह कितना ही सुंदर, सुव्यवस्थित और सुदृढ़ क्यों न बनाया गया हो, यदि उसे चलाने वाले देश के सच्चे, नि…",hi,,['narendramodi'],2021-11-26T03:00:00Z,,,": , , ,",,
1464071756453347333,mansukhmandviya,432697203,True,India,"RT @narendramodi: Best wishes to our citizens on Constitution Day. 

On this special day, sharing a part of Dr. Ambedkar’s speech 
in the C…",en,": Best wishes to our citizens on Constitution Day. On this special day, sharing a part of Dr. Ambedkars speech in the C",['narendramodi'],2021-11-26T03:00:00Z,,,,,
1464070176727396357,mansukhmandviya,432697203,True,India,"सभी देशवासियों को #संविधान_दिवस की हार्दिक शुभकामनाएँ। हमारा संविधान हमारे लोकतंत्र की आत्मा है।

आइए, इस दिन हम देश के प्रति अपने मौलिक कर्तव्यों को निभाने व संविधान में निहित मूल्यों को बनाए रखने का संकल्प लें। #SamvidhanDiwas https://t.co/NVduzmpbz3",hi,,,2021-11-26T03:00:00Z,"['संविधान_दिवस', 'SamvidhanDiwas']",,",",,
1463897596779384835,mansukhmandviya,432697203,True,India,"आज नई दिल्ली में गुजरात के मुख्यमंत्री @BhupendrapBjp जी से भेंट की एवं उनसे जनवरी, 2022 में होने वाले वाइब्रेंट गुजरात समिट के विषय में विस्तृत चर्चा की। https://t.co/RUCmKC4IJu",hi,,['Bhupendrapbjp'],2021-11-25T16:00:00Z,,,",",,
1463890744347807744,mansukhmandviya,432697203,True,India,"RT @narendramodi: Tomorrow, 26th November will be marked as Constitution Day. It is a day to remember the exceptional efforts of those grea…",en,": Tomorrow, th November will be marked as Constitution Day. It is a day to remember the exceptional efforts of those grea",['narendramodi'],2021-11-25T15:00:00Z,,,,,
1463855415251247111,mansukhmandviya,432697203,True,India,"Addressed the ambassadors of Latin America &amp; Caribbean nations. There is a strong potential to deepen our partnership in various areas, especially in healthcare &amp; pharmaceuticals.

🇮🇳 would be happy to export #COVID19 vaccines &amp; share its Digital Health Interventions. https://t.co/T0fz5zK8vX",en,"Addressed the ambassadors of Latin America &amp; Caribbean nations. There is a strong potential to deepen our partnership in various areas, especially in healthcare &amp; pharmaceuticals. would be happy to export vaccines &amp; share its Digital Health Interventions.",,2021-11-25T13:00:00Z,['COVID19'],"['🇮🇳', 'xp']",,,
1463841915682504705,mansukhmandviya,432697203,True,India,"Modi’s Mission, Healthy Nation!
 
Women’s health has been a priority under PM @NarendraModi ji’s governance model.
 
WIth rising positive indicators, 89.4% of all births were attended by professionals in 2019-20. https://t.co/C8UTSEHGJg",en,"Modis Mission, Healthy Nation! Womens health has been a priority under PM jis governance model. WIth rising positive indicators, % of all births were attended by professionals in -20.",['narendramodi'],2021-11-25T12:00:00Z,,,,,
1463839601894641665,mansukhmandviya,432697203,True,India,"Women are continuously getting stronger and more empowered, through PM @NarendraModi ji's women-centric development goals.
 
78.6% of women had bank accounts and 77.3% of them had access to hygienic protection during menstruation in 2019-20. https://t.co/nzFLFSZ1vW",en,"Women are continuously getting stronger and more empowered, through PM ji's women-centric development goals. % of women had bank accounts and % of them had access to hygienic protection during menstruation in -20.",['narendramodi'],2021-11-25T12:00:00Z,,,,,
1463837926425456642,mansukhmandviya,432697203,True,India,"Strong Women = Healthy Nation

With a special emphasis on women, India's health indicators are rising under PM @NarendraModi ji.

88.6% of women have given birth in institutions and 78% of mothers have received post-natal care in 2019-20. https://t.co/ic73nwpq48",en,"Strong Women = Healthy NationWith a special emphasis on women, India's health indicators are rising under PM ji.88.6% of women have given birth in institutions and % of mothers have received post-natal care in -20.",['narendramodi'],2021-11-25T12:00:00Z,,,,,
1463836122686001158,mansukhmandviya,432697203,True,India,"Under PM @NarendraModi ji’s leadership, the nation has greatly improved its health with accelerated sanitation coverage &amp; provided health insurance to the most vulnerable sections of the society.

Ensuring quality healthcare for all is the top priority of the Modi Govt. https://t.co/WTm8veJhHv",en,"Under PM jis leadership, the nation has greatly improved its health with accelerated sanitation coverage &amp; provided health insurance to the most vulnerable sections of the society.Ensuring quality healthcare for all is the top priority of the Modi Govt.",['narendramodi'],2021-11-25T12:00:00Z,,,,,
1463831295348277250,mansukhmandviya,432697203,True,India,"120 करोड़ वैक्सीन डोज!

With over 120 crore #COVID19 vaccine doses administered so far, PM @NarendraModi Ji's #HarGharDastak campaign is further strengthening India's fight against the pandemic. https://t.co/jpZaO3aOML",en,"!With over crore vaccine doses administered so far, PM Ji's campaign is further strengthening India's fight against the pandemic.",['narendramodi'],2021-11-25T11:00:00Z,"['COVID19', 'HarGharDastak']",,,,
1463823549605445636,mansukhmandviya,432697203,True,India,"RT @MoHFW_INDIA: Addressing the ambassadors of Latin America and Caribbean states, Hon'ble HFM @mansukhmandviya India said that 'India woul…",en,": Addressing the ambassadors of Latin America and Caribbean states, Hon'ble HFM India said that 'India woul","['MoHFW_INDIA', 'mansukhmandviya']",2021-11-25T11:00:00Z,,,,,
1463814055135629312,mansukhmandviya,432697203,True,India,RT @narendramodi: Speaking at a programme in Noida. #नए_यूपी_की_उड़ान https://t.co/KBDRaJnu0e,en,: Speaking at a programme in Noida.,['narendramodi'],2021-11-25T10:00:00Z,['नए_यूपी_की_उड़ान'],,,['https://t.co/KBDRaJnu0e'],
1463781105685962756,mansukhmandviya,432697203,True,India,"Addressed Business leaders in the curtain-raiser of 10th Vibrant Gujarat Global Summit 2022.

Since its inception in 2003, the Summit has played a crucial role in bringing more investment to Gujarat and enhancing the State's as well as the nation's development &amp; progress. https://t.co/oyEIt4l2va",en,"Addressed Business leaders in the curtain-raiser of th Vibrant Gujarat Global Summit .Since its inception in , the Summit has played a crucial role in bringing more investment to Gujarat and enhancing the State's as well as the nation's development &amp; progress.",,2021-11-25T08:00:00Z,,,,,
1463770843583062017,mansukhmandviya,432697203,True,India,RT @OfficeOf_MM: Minister Dr @MansukhMandviya ji addressing Business leaders in the curtain-raiser of 10th Vibrant Gujarat Global Summit 20…,en,: Minister Dr ji addressing Business leaders in the curtain-raiser of th Vibrant Gujarat Global Summit,"['OfficeOf_MM', 'mansukhmandviya']",2021-11-25T07:00:00Z,,,,,
1463764661665513478,mansukhmandviya,432697203,True,India,RT @mla_sudhakar: Karnataka achieves 90% first dose vaccination! Third major state in the country to achieve this milestone! Congratulation…,en,: Karnataka achieves % first dose vaccination! Third major state in the country to achieve this milestone! Congratulation,['mla_sudhakar'],2021-11-25T07:00:00Z,,,,,
1463750165467176962,mansukhmandviya,432697203,True,India,"Inaugurated 2nd edition of Global Chemicals &amp; Petrochemicals Manufacturing Hub.

Assured the industry of full support to make 🇮🇳 a global hub for manufacturing chemicals &amp; petrochemicals. https://t.co/nwtHTu6yBv",en,Inaugurated nd edition of Global Chemicals &amp; Petrochemicals Manufacturing Hub.Assured the industry of full support to make a global hub for manufacturing chemicals &amp; petrochemicals.,,2021-11-25T06:00:00Z,,['🇮🇳'],,,
1463703077014294533,mansukhmandviya,432697203,True,India,"Best wishes to Chief Minister of Tripura @BJPBiplab ji on his birthday. 

He is passionately working for his State’s progress &amp; prosperity. May he be blessed with a long and healthy life in service of the people. https://t.co/UuPb5Efe0h",en,Best wishes to Chief Minister of Tripura ji on his birthday. He is passionately working for his States progress &amp; prosperity. May he be blessed with a long and healthy life in service of the people.,['BjpBiplab'],2021-11-25T03:00:00Z,,,,,
1463551973374906373,mansukhmandviya,432697203,True,India,"RT @CMOGuj: As a part of the series of curtain raiser events leading to the #VGGS2022 to be organized during January 10-11-12 next year, th…",en,": As a part of the series of curtain raiser events leading to the to be organized during January -11-12 next year, th",['CMOGuj'],2021-11-24T17:00:00Z,['VGGS2022'],,,,
1463536722654871556,mansukhmandviya,432697203,True,India,"RT @narendramodi: Tomorrow, 25th November is a major day for India’s and Uttar Pradesh’s strides in infra creation. At 1 PM, the foundation…",en,": Tomorrow, th November is a major day for Indias and Uttar Pradeshs strides in infra creation. At PM, the foundation",['narendramodi'],2021-11-24T16:00:00Z,,,,,
1463536714945740801,mansukhmandviya,432697203,True,India,"RT @narendramodi: At the 39th PRAGATI meeting today, reviewed eight projects spread across the ministries of Railways, Roads, Power and Pet…",en,": At the th PRAGATI meeting today, reviewed eight projects spread across the ministries of Railways, Roads, Power and Pet",['narendramodi'],2021-11-24T16:00:00Z,,,,,
1463536703465877510,mansukhmandviya,432697203,True,India,RT @narendramodi: Today’s Cabinet decision will benefit 80 crore Indians and is in line with our commitment of ensuring greater public welf…,en,: Todays Cabinet decision will benefit crore Indians and is in line with our commitment of ensuring greater public welf,['narendramodi'],2021-11-24T16:00:00Z,,,,,
1463473889841795075,mansukhmandviya,432697203,True,India,"प्रधानमंत्री @NarendraModi जी के नेतृत्व में कैबिनेट ने 'प्रधानमंत्री गरीब कल्याण अन्न योजना' को अगले चार महीनों के लिए बढ़ाने का निर्णय लिया है। इससे करोड़ों लोगों को लाभ मिलेगा और देश में खाद्य सुरक्षा सुनिश्चित होगी। #HarGharAnn

https://t.co/G8QpvjGnHp https://t.co/5GU1hJgQMg",hi,,['narendramodi'],2021-11-24T12:00:00Z,['HarGharAnn'],,' ' ://,['https://t.co/G8QpvjGnHp'],
1463459172322660355,mansukhmandviya,432697203,True,India,"हम नई चेतना की धारा, हम अंधियारे में उजियारा, 
हम उस बयार के झोंके हैं, जो हर ले जग का दुःख सारा, 

मध्यप्रदेश के महेश्वर, खरगोन में स्वास्थ्य कर्मियों के कर्म ही धर्म की एक तस्वीर। https://t.co/t5JfQ16t8J",hi,,,2021-11-24T11:00:00Z,,,", , , , ,",,
1463409372730560513,mansukhmandviya,432697203,True,India,"Recognising the unsung heroes from India’s tribal communities
 https://t.co/8nwIQ2ONAs

via NaMo App https://t.co/no6JHmf4y1",en,Recognising the unsung heroes from Indias tribal communities NaMo App,,2021-11-24T07:00:00Z,,,,['https://t.co/8nwIQ2ONAs'],
1463362051271585793,mansukhmandviya,432697203,True,India,"माना कि अंधेरा घना है लेकिन दीया जलाना कहां मना है।

हिमाचल प्रदेश के लाहौल स्पीति में शाम के अंधेरे में भी टीकाकरण करते इन स्वास्थ्य कर्मियों पर मुझे गर्व है। https://t.co/J6lhlVapzr",hi,,,2021-11-24T04:00:00Z,,,,,
1463074426015023108,mansukhmandviya,432697203,True,India,वीर गाथा 🙏 https://t.co/hN1ExmwDV7,hi,,,2021-11-23T09:00:00Z,,['🙏'],,,
