,id_x,poi_name,poi_id,verified,country,tweet_text,tweet_lang,text_en,mentions,tweet_date,tweet_emoticons,tweet_urls,text_hi,hashtags,text_es,sentiment,max_sentiment,min_sentiment,negative,positive,total_replies_per_poi,Unnamed: 21,"('index',)","('Topic0',)","('Topic1',)","('Topic2',)","('Topic3',)","('Topic4',)","('Topic5',)","('Topic6',)","('Topic7',)","('Topic8',)","('Topic9',)","('Topic10',)","('Topic11',)","('Topic12',)","('Topic13',)","('Topic14',)","('dominant_topic',)",dominanttopic,Word 0,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,id_y,words
10,1466472121987649553,CDCDirector,426909329.0,1.0,USA,"CDC has been preparing for #OmicronVariant. We have more tools to fight this than we had at this time last year, from vaccines to boosters to prevention strategies we know work: masking &amp; physical distancing. These methods work to prevent #COVID19 spread, no matter the variant. https://t.co/VKkhXI5uUz",en,"CDC has been preparing for . We have more tools to fight this than we had at this time last year, from vaccines to boosters to prevention strategies we know work: masking &amp; physical distancing. These methods work to prevent spread, no matter the variant.",,2021-12-02T18:00:00Z,,['https://t.co/VKkhXI5uUz'],,"['OmicronVariant', 'COVID19']",,-0.248475,0.9997,-0.9999,Thank god. For a minute there I thought you guys were gonna treat this like any other airborne respitory virus. Surely this time the vaccines and boosters and masks and restrictions and fear mongering and social distancing will this virus. Surely.,"Indoor ventilation and air filtration are crucial tools, also.",8,,Tweet10,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
11,1466799752117465094,CDCgov,146569971.0,1.0,USA,"Starting Dec 6, all international air passengers must get a viral test 1 day before departure to US. This viral test could be either an antigen test or a nucleic acid amplification test (NAAT). Learn more: https://t.co/wYJATvZdEr.",en,"Starting Dec , all international air passengers must get a viral test day before departure to US. This viral test could be either an antigen test or a nucleic acid amplification test (NAAT). Learn more: .",,2021-12-03T16:00:00Z,,['https://t.co/wYJATvZdEr'],,,,-0.652557142857143,0.9651,-0.9999,How does one test in that time as many countries do not offer hour testing.This sabotages International travel for fully vaccinated and does not appear sensible or scientific,Traveling to US on .. Is RT PCR test enough?,7,,Tweet11,0.01,0.38,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
12,1466852190253985793,DrTedros,189868631.0,1.0,USA,I stressed our appreciation for 🇬🇧's support for a #PandemicAccord &amp; sustainable financing of @WHO. Both are key to strengthening global preparedness &amp; response to future health threats. I updated the Secretary on WHO's actions in response to sexual exploitation &amp; abuse in #DRC.,en,I stressed our appreciation for 's support for a &amp; sustainable financing of . Both are key to strengthening global preparedness &amp; response to future health threats.I updated the Secretary on WHO's actions in response to sexual exploitation &amp; abuse in .,['WHO'],2021-12-03T19:00:00Z,"['🇬🇧', 'xp']",,,"['PandemicAccord', 'DRC']",,-0.751,-0.7363,-0.7657,Please approve CanSino vaccine! Millions are denied entry in the majority of the world even though we were responsible to get vaccinated with the vaccines that arrived to our countries. Many of us want to visit our familys!!! Help us please! We are being discriminated!,"Please approve vaccine! Many of us are about to lose our savings of a whole year. Please, please please",2,,Tweet12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.46,11,11,including,steps,taking,increased,week,actions,amp,stay,stressed,global,11,"including,steps,taking,increased,week,actions,amp,stay,stressed,global"
13,1467028018833113091,RahulGandhi,3171712086.0,1.0,India,"When it comes to people’s pain &amp; loss, GOI is sleeping.  Let’s wake them up! #SpeakUpforCovidNyay",en,"When it comes to peoples pain &amp; loss, GOI is sleeping.Lets wake them up!",,2021-12-04T07:00:00Z,,,,['SpeakUpforCovidNyay'],,-0.2114,0.9111,-0.9973,"??No , nothing there.",Grow up pappu broU need not mock the government always I just want to see your proper post posted maturelyAs a person I like you alot Atleast once try to love your countryJust try once,3,,Tweet13,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.28,0.02,0.02,0.02,0.02,0.51,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
14,1467151922679500804,CDCDirector,426909329.0,1.0,USA,"This week, I shared steps CDC is taking to stay ahead of #OmicronVariant, including: - Increased surveillance - Enhanced genomic sequencing - Investigations into transmission, severity &amp; susceptibility to therapeutics and vaccines   More: https://t.co/95lRVk5wH6 @WHCOVIDResponse",en,"This week, I shared steps CDC is taking to stay ahead of , including:- Increased surveillance- Enhanced genomic sequencing- Investigations into transmission, severity &amp; susceptibility to therapeutics and vaccines More:",['WHCOVIDResponse'],2021-12-04T15:00:00Z,,['https://t.co/95lRVk5wH6'],,['OmicronVariant'],,-0.08381875,0.9802,-1.0,Clearly doesnt work.. been doing for yrs..why are infections increasing still?,THIS!,16,,Tweet14,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.57,0.01,0.01,0.01,11,11,including,steps,taking,increased,week,actions,amp,stay,stressed,global,11,"including,steps,taking,increased,week,actions,amp,stay,stressed,global"
15,1467219681098543115,DrTedros,189868631.0,1.0,USA,"“Eritrean forces in northern Ethiopia (#Tigray) have blocked access to humanitarian assistance.  They have also committed serious and widespread human rights abuses, including rape and the killing of children..” #Tigray #Ethiopia https://t.co/BWEpBYIpq0",en,"Eritrean forces in northern Ethiopia () have blocked access to humanitarian assistance. They have also committed serious and widespread human rights abuses, including rape and the killing of children..",,2021-12-04T20:00:00Z,,['https://t.co/BWEpBYIpq0'],,"['Tigray', 'Tigray', 'Ethiopia']",,-0.425413502109705,0.9997,-1.0,This little girl is gang raped by Tplf solders backed by . Eventhough the world is not listening we say . She is from ethnic Amhara she might not have someone lkke from her etinicity but she is one of us. stop backing,this is definitely the character of TPLF,474,,Tweet15,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed,0,"ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed"
16,1467219681098543115,DrTedros,189868631.0,1.0,USA,"“Eritrean forces in northern Ethiopia (#Tigray) have blocked access to humanitarian assistance.  They have also committed serious and widespread human rights abuses, including rape and the killing of children..” #Tigray #Ethiopia https://t.co/BWEpBYIpq0",en,"Eritrean forces in northern Ethiopia () have blocked access to humanitarian assistance. They have also committed serious and widespread human rights abuses, including rape and the killing of children..",,2021-12-04T20:00:00Z,,['https://t.co/BWEpBYIpq0'],,"['Tigray', 'Tigray', 'Ethiopia']",,-0.425413502109705,0.9997,-1.0,WTF... Women and children this not fcuken good at all. Absolutely disgraceful and disgusting and definitely not funny period...,this is definitely the character of TPLF,474,,Tweet16,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed,0,"ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed"
17,1467358065083273218,RahulGandhi,3171712086.0,1.0,India,रोज़गार माँगने वालों को #UP सरकार ने लाठियाँ दीं- जब भाजपा वोट माँगने आए तो याद रखना! https://t.co/ZZGg9thd7n,hi,,,2021-12-05T05:00:00Z,,,- !,['UP'],,-0.0551304347826086,0.9986,-0.9999,This picture is not a real story.,"Also tweet the pics of the migrant labourers who were ill treated by the UP, MP and Delhi govts. The pics of the tiny tot playing around the deadbody of his poor mother on the railway platform were heart wrenching.Let the voters decide who to be voted out and who to be voted in.",23,,Tweet17,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
18,1467380374514937859,RahulGandhi,3171712086.0,1.0,India,This is heart wrenching. GOI must give a real reply.   What exactly is the home ministry doing when neither civilians nor security personnel are safe in our own land?  #Nagaland https://t.co/h7uS1LegzJ,en,This is heart wrenching. GOI must give a real reply. What exactly is the home ministry doing when neither civilians nor security personnel are safe in our own land?,,2021-12-05T06:00:00Z,,,,['Nagaland'],,0.104116666666667,0.9979,-0.9995,We dont trust Indian Army ...and even the Amitshah manipulative person...,Always interested in elections and election meetings with highly decorated jumlas.,6,,Tweet18,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2,2,https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody,2,"https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody"
19,1467645577991110656,lopezobrador_,82119937.0,1.0,Mexico,"Se está rescatando el Lago de Texcoco para la conservación de la flora y la fauna, en especial de patos y aves migratorias.  https://t.co/dImgKpMXux https://t.co/wtgkbEShKg",es,,,2021-12-06T00:00:00Z,,['https://t.co/dImgKpMXux'],,,"Se est rescatando el Lago de Texcoco para la conservacin de la flora y la fauna, en especial de patos y aves migratorias.",-0.96715,-0.9657,-0.9686,ste traidor debe pagar todo el dao que le ha hecho a Mxico,"Uso AMLO como pretexto para cancelar el un lago en Texcoco que prcticamente no existe, y una corrupcin en su construccin que no encontraron. Ahora cnicamente en el aeropuerto de Santa Luca, si hay una terrible corrupcin, vestigios naturales y NO ES seguro para volar",2,,Tweet19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
20,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,"Andrs Manuel, ya deja de hablar y dile a GERTZ que se ponga a trabajarjams me van a apresar Ademas, el Chile: de $30 a $7, Tortilla: de $15 a $20, Jitomate: de $21 a $44 en martes de frescura en Wall Mart Atlanta.",Los nmeros no fallan ni mienten,267,,Tweet20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
21,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,"Pinche Ricky Riqun Profugun, ya deja de decir mamadas y mejor entrgate de una buena vez. No hagas que se tire nuestro dinero en andar buscando.",Los nmeros no fallan ni mienten,267,,Tweet21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
22,1467852738503462913,mansukhmandviya,432697203.0,1.0,India,"Delighted that the Lok Sabha has passed the National Institute of Pharmaceutical Education and Research (Amendment) Bill, 2021, after a rich debate.  Glad to see such huge support for the Bill.  📽️ Watch my speech to know about the Bill: https://t.co/zvIfUyBBrU",en,"Delighted that the Lok Sabha has passed the National Institute of Pharmaceutical Education and Research (Amendment) Bill, , after a rich debate.Glad to see such huge support for the Bill. Watch my speech to know about the Bill:",,2021-12-06T14:00:00Z,['📽️'],['https://t.co/zvIfUyBBrU'],,,,-0.01395,0.9712,-0.9991,"Good one.But focus on quality education by monitoring institution with regularities , Full time faculty , accessible laboratories with well equipped, fair and clean examination .Such a deterioration of pharmacy profession in india.",Im love and living for Narendra Modiji and Amit Shahji only. My heart full of Modiji and Amit Shahji only.I'm always hours pray god for them to live crores of years to develop the india,2,,Tweet22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
23,1468229055778590724,HLGatell,1.154180084078502e+18,1.0,Mexico,Las personas recibirán una sola dosis de la vacuna AstraZeneca independientemente de cuál fue su esquema de vacunación. Comenzaremos con quienes fueron vacunados antes de junio de 2021; las personas que se vacunaron después de esa fecha deben esperar seis meses. 2/3,es,,,2021-12-07T15:00:00Z,,,,,Las personas recibirn una sola dosis de la vacuna AstraZeneca independientemente de cul fue su esquema de vacunacin. Comenzaremos con quienes fueron vacunados antes de junio de ; las personas que se vacunaron despus de esa fecha deben esperar seis meses. /3,-0.491572222222222,0.9972,-1.0,"Hace meses recib la a dosis, independientemente de la alcalda CDMX donde vivo, puedo ir a los centros donde se est aplicando el refuerzo?",Buen trabajo doctor,18,,Tweet23,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
24,1468229055778590724,HLGatell,1.154180084078502e+18,1.0,Mexico,Las personas recibirán una sola dosis de la vacuna AstraZeneca independientemente de cuál fue su esquema de vacunación. Comenzaremos con quienes fueron vacunados antes de junio de 2021; las personas que se vacunaron después de esa fecha deben esperar seis meses. 2/3,es,,,2021-12-07T15:00:00Z,,,,,Las personas recibirn una sola dosis de la vacuna AstraZeneca independientemente de cul fue su esquema de vacunacin. Comenzaremos con quienes fueron vacunados antes de junio de ; las personas que se vacunaron despus de esa fecha deben esperar seis meses. /3,-0.491572222222222,0.9972,-1.0,"que ms da que vacuna te hayan puesto, hoy vamos a vacunar y a mezlcar vacunas a lo idiota, ya son peligrosas de por si estas vacunas y ahora vamos a poner como caiga lo que sea, estan idiotas o que y los que se inyectan estas porquerias ms, ya dense cuenta chinga",Buen trabajo doctor,18,,Tweet24,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
25,1462767825773342721,RicardoAnayaC,151968088.0,1.0,Mexico,Solo le tomó a López Obrador medio sexenio darse cuenta de que las relaciones con Estados Unidos y Canadá son importantes. Más vale tarde que nunca.  Podemos competir con quien sea. Tenemos todo para salir adelante. Debemos ver hacia el futuro y olvidarnos de regresar al pasado. https://t.co/Xqqevh9F4P,es,,,2021-11-22T13:00:00Z,,,,,Solo le tom a Lpez Obrador medio sexenio darse cuenta de que las relaciones con Estados Unidos y Canad son importantes. Ms vale tarde que nunca. Podemos competir con quien sea. Tenemos todo para salir adelante. Debemos ver hacia el futuro y olvidarnos de regresar al pasado.,0.3289,0.9956,-1.0,En es muy popular como lo fue en ... Y qu? En menos de minuto te cuento que no sirve para nada.,"Exacto, no ms polticos quemados!!",3,,Tweet25,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.23,0.01,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
